"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010042","response to manganese ion","2/199","17/18986",0.117647058823529,11.2243570795152,4.34051610771024,0.0134046360309373,0.134815478770165,0.119068790283434,"TSPO/LRRK2",2
"GO:0036065","fucosylation","2/199","17/18986",0.117647058823529,11.2243570795152,4.34051610771024,0.0134046360309373,0.134815478770165,0.119068790283434,"FUT7/FUOM",2
"GO:0071360","cellular response to exogenous dsRNA","2/199","17/18986",0.117647058823529,11.2243570795152,4.34051610771024,0.0134046360309373,0.134815478770165,0.119068790283434,"IFIT1/IFIH1",2
"GO:0141161","regulation of cAMP/PKA signal transduction","2/199","17/18986",0.117647058823529,11.2243570795152,4.34051610771024,0.0134046360309373,0.134815478770165,0.119068790283434,"MIF/LRRK2",2
"GO:0030595","leukocyte chemotaxis","7/199","240/18986",0.0291666666666667,2.78270519262982,2.860447394784,0.0134973749410717,0.135034906787923,0.119262588717168,"MIF/ADAM17/DEFA1/DEFA4/DEFA1B/CTSG/CCL3L1",7
"GO:0051225","spindle assembly","5/199","134/18986",0.0373134328358209,3.55996399909998,3.06062881532169,0.0135365065484226,0.135034906787923,0.119262588717168,"TPX2/CCNB2/MYBL2/CDC20/BIRC5",5
"GO:1901976","regulation of cell cycle checkpoint","3/199","48/18986",0.0625,5.96293969849246,3.54320012201124,0.0138811045291051,0.137911864430866,0.121803512573737,"ZWINT/CCNB1/BIRC5",3
"GO:0072593","reactive oxygen species metabolic process","7/199","242/18986",0.0289256198347107,2.75970762905436,2.83543818243351,0.0140704301644293,0.139229175901248,0.122966959713752,"HBA2/TSPO/HBA1/LRRK2/MPO/IFI6/HBB",7
"GO:0098586","cellular response to virus","4/199","89/18986",0.0449438202247191,4.28795663711817,3.19983639893258,0.014315710664938,0.141087365348425,0.124608109317723,"POU2AF1/OAS1/IFIH1/IFI6",4
"GO:0032780","negative regulation of ATP-dependent activity","2/199","18/18986",0.111111111111111,10.6007816862088,4.19406539320236,0.0149772048872983,0.145272967562965,0.128304825724765,"IFIT1/LTF",2
"GO:0043173","nucleotide salvage","2/199","18/18986",0.111111111111111,10.6007816862088,4.19406539320236,0.0149772048872983,0.145272967562965,0.128304825724765,"NAPRT/APRT",2
"GO:0044793","negative regulation by host of viral process","2/199","18/18986",0.111111111111111,10.6007816862088,4.19406539320236,0.0149772048872983,0.145272967562965,0.128304825724765,"PTX3/LTF",2
"GO:0150078","positive regulation of neuroinflammatory response","2/199","18/18986",0.111111111111111,10.6007816862088,4.19406539320236,0.0149772048872983,0.145272967562965,0.128304825724765,"LRRK2/MMP8",2
"GO:0051347","positive regulation of transferase activity","8/199","304/18986",0.0263157894736842,2.51071145199683,2.73281196576763,0.015095182866302,0.145840861235847,0.128806388403298,"TPX2/UBE2C/CDC20/MIF/LRRK2/ADAM17/LTF/CD24",8
"GO:0003254","regulation of membrane depolarization","3/199","50/18986",0.06,5.72442211055276,3.44264859141776,0.0154930352077543,0.14909767999933,0.131682804923699,"TSPO/LRRK2/IFI6",3
"GO:0002274","myeloid leukocyte activation","7/199","247/18986",0.0283400809716599,2.70384310215043,2.7740098107125,0.0155790129900598,0.149339444834401,0.131896331194626,"BATF3/MIF/FCER2/LRRK2/MMP8/BPI/CTSG",7
"GO:0042100","B cell proliferation","4/199","92/18986",0.0434782608695652,4.14813196416867,3.11521487812177,0.015993384281709,0.152715039016786,0.134877649953057,"CD38/MZB1/MIF/TNFRSF13B",4
"GO:0007019","microtubule depolymerization","3/199","51/18986",0.0588235294117647,5.61217853975761,3.39438942140371,0.0163368814097985,0.153374856925259,0.135460399952434,"TPX2/STMN1/STMN3",3
"GO:0044788","modulation by host of viral process","3/199","51/18986",0.0588235294117647,5.61217853975761,3.39438942140371,0.0163368814097985,0.153374856925259,0.135460399952434,"IFI27/PTX3/LTF",3
"GO:0046596","regulation of viral entry into host cell","3/199","51/18986",0.0588235294117647,5.61217853975761,3.39438942140371,0.0163368814097985,0.153374856925259,0.135460399952434,"TRIM22/PTX3/LY6E",3
"GO:0000086","G2/M transition of mitotic cell cycle","5/199","141/18986",0.0354609929078014,3.38322819772622,2.92334610074678,0.0165395895059514,0.153374856925259,0.135460399952434,"CDK1/CCNA2/CCNB1/BIRC5/NOP53",5
"GO:0010639","negative regulation of organelle organization","9/199","371/18986",0.0242587601078167,2.31445637892969,2.63150823924745,0.0166170721124465,0.153374856925259,0.135460399952434,"TOP2A/ZWINT/BUB1/CCNB1/TPX2/STMN1/CDC20/BIRC5/LRRK2",9
"GO:0007076","mitotic chromosome condensation","2/199","19/18986",0.105263157894737,10.0428458079873,4.05868854023708,0.016624984491491,0.153374856925259,0.135460399952434,"NUSAP1/CDCA5",2
"GO:0032069","regulation of nuclease activity","2/199","19/18986",0.105263157894737,10.0428458079873,4.05868854023708,0.016624984491491,0.153374856925259,0.135460399952434,"OAS3/OAS1",2
"GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","2/199","19/18986",0.105263157894737,10.0428458079873,4.05868854023708,0.016624984491491,0.153374856925259,0.135460399952434,"TOP2A/APOBEC3B",2
"GO:0060263","regulation of respiratory burst","2/199","19/18986",0.105263157894737,10.0428458079873,4.05868854023708,0.016624984491491,0.153374856925259,0.135460399952434,"JCHAIN/IGHA1",2
"GO:0031109","microtubule polymerization or depolymerization","5/199","142/18986",0.0352112676056338,3.35940264703801,2.9044426667183,0.0170018726050968,0.155681326018311,0.137497469339726,"TPX2/STMN1/SSNA1/TPPP3/STMN3",5
"GO:0071902","positive regulation of protein serine/threonine kinase activity","5/199","142/18986",0.0352112676056338,3.35940264703801,2.9044426667183,0.0170018726050968,0.155681326018311,0.137497469339726,"MIF/LRRK2/ADAM17/LTF/CD24",5
"GO:0009205","purine ribonucleoside triphosphate metabolic process","7/199","252/18986",0.0277777777777778,2.65019542155221,2.7140854169594,0.0171993386640101,0.156904004020375,0.138577336369387,"TSPO/NDUFS7/ATP5F1D/GALK1/NDUFB7/NME3/LRRK2",7
"GO:0006164","purine nucleotide biosynthetic process","6/199","197/18986",0.0304568527918782,2.9057980256613,2.76733205576442,0.0178177768718542,0.161943794235297,0.143028470094143,"NAPRT/NDUFS7/ATP5F1D/NDUFB7/NME3/APRT",6
"GO:0006163","purine nucleotide metabolic process","10/199","440/18986",0.0227272727272727,2.16834170854271,2.55196205499729,0.0179546172570303,0.162533133079132,0.143548973109395,"CD38/NAPRT/TSPO/NDUFS7/ATP5F1D/GALK1/NDUFB7/NME3/APRT/LRRK2",10
"GO:0006220","pyrimidine nucleotide metabolic process","3/199","53/18986",0.0566037735849057,5.40039821750261,3.30159135497656,0.0181006868068638,0.162533133079132,0.143548973109395,"TYMS/NME3/CMPK2",3
"GO:0030520","estrogen receptor signaling pathway","3/199","53/18986",0.0566037735849057,5.40039821750261,3.30159135497656,0.0181006868068638,0.162533133079132,0.143548973109395,"DEFA1/DEFA1B/DEFA3",3
"GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate","2/199","20/18986",0.1,9.54070351758794,3.93299950712905,0.0183462419979297,0.162533133079132,0.143548973109395,"TOP2A/APOBEC3B",2
"GO:0071605","monocyte chemotactic protein-1 production","2/199","20/18986",0.1,9.54070351758794,3.93299950712905,0.0183462419979297,0.162533133079132,0.143548973109395,"OAS3/OAS1",2
"GO:0071637","regulation of monocyte chemotactic protein-1 production","2/199","20/18986",0.1,9.54070351758794,3.93299950712905,0.0183462419979297,0.162533133079132,0.143548973109395,"OAS3/OAS1",2
"GO:1903978","regulation of microglial cell activation","2/199","20/18986",0.1,9.54070351758794,3.93299950712905,0.0183462419979297,0.162533133079132,0.143548973109395,"LRRK2/MMP8",2
"GO:0008608","attachment of spindle microtubules to kinetochore","3/199","54/18986",0.0555555555555556,5.30039084310441,3.25693942801936,0.0190207528752499,0.165707599396962,0.146352656096746,"CDK1/CCNB1/BIRC5",3
"GO:0048146","positive regulation of fibroblast proliferation","3/199","54/18986",0.0555555555555556,5.30039084310441,3.25693942801936,0.0190207528752499,0.165707599396962,0.146352656096746,"CCNA2/CCNB1/MIF",3
"GO:2000117","negative regulation of cysteine-type endopeptidase activity","3/199","54/18986",0.0555555555555556,5.30039084310441,3.25693942801936,0.0190207528752499,0.165707599396962,0.146352656096746,"BIRC5/LTF/IFI6",3
"GO:0009060","aerobic respiration","6/199","200/18986",0.03,2.86221105527638,2.72477007303697,0.019042193573734,0.165707599396962,0.146352656096746,"CDK1/CCNB1/NDUFS7/ATP5F1D/NDUFB7/NOP53",6
"GO:0140013","meiotic nuclear division","6/199","200/18986",0.03,2.86221105527638,2.72477007303697,0.019042193573734,0.165707599396962,0.146352656096746,"TOP2A/ZWINT/CCNB2/CDC20/PTTG1/CCNA1",6
"GO:0009199","ribonucleoside triphosphate metabolic process","7/199","258/18986",0.0271317829457364,2.5885629698882,2.64406245066862,0.0192967993047238,0.167329842734248,0.147785418517486,"TSPO/NDUFS7/ATP5F1D/GALK1/NDUFB7/NME3/LRRK2",7
"GO:0009144","purine nucleoside triphosphate metabolic process","7/199","259/18986",0.027027027027027,2.57856851826701,2.63258459353516,0.0196630413945806,0.169905294303876,0.150060052748115,"TSPO/NDUFS7/ATP5F1D/GALK1/NDUFB7/NME3/LRRK2",7
"GO:1904666","regulation of ubiquitin protein ligase activity","2/199","21/18986",0.0952380952380952,9.0863843024647,3.81584497341309,0.0201392723035929,0.173409734150937,0.153155167767674,"UBE2C/CDC20",2
"GO:0016579","protein deubiquitination","4/199","99/18986",0.0404040404040404,3.85482970407594,2.93102440967907,0.0203732247577888,0.174201719705971,0.153854647996652,"CDK1/JOSD2/NOP53/USP18",4
"GO:0098869","cellular oxidant detoxification","4/199","99/18986",0.0404040404040404,3.85482970407594,2.93102440967907,0.0203732247577888,0.174201719705971,0.153854647996652,"HBA2/HBA1/MPO/HBB",4
"GO:0006119","oxidative phosphorylation","5/199","149/18986",0.0335570469798658,3.20157836160669,2.77667170453246,0.020479147002085,0.174499398413599,0.154117557300048,"CDK1/CCNB1/NDUFS7/ATP5F1D/NDUFB7",5
"GO:0001818","negative regulation of cytokine production","9/199","388/18986",0.0231958762886598,2.21304978500751,2.48464580663571,0.0215098919823002,0.182648010119601,0.161314396618307,"TSPO/OAS3/GBP1/OAS1/XAF1/LTF/CD24/BPI/SIGLEC1",9
"GO:0042773","ATP synthesis coupled electron transport","4/199","101/18986",0.0396039603960396,3.77849644260909,2.88147700838276,0.0217470648063372,0.182764715872436,0.16141747093096,"CDK1/CCNB1/NDUFS7/NDUFB7",4
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","4/199","101/18986",0.0396039603960396,3.77849644260909,2.88147700838276,0.0217470648063372,0.182764715872436,0.16141747093096,"CDK1/CCNB1/NDUFS7/NDUFB7",4
"GO:0046785","microtubule polymerization","4/199","101/18986",0.0396039603960396,3.77849644260909,2.88147700838276,0.0217470648063372,0.182764715872436,0.16141747093096,"TPX2/STMN1/SSNA1/TPPP3",4
"GO:0141156","cAMP/PKA signal transduction","2/199","22/18986",0.0909090909090909,8.67336683417085,3.70625630048189,0.0220023976616484,0.184279467104728,0.162755296516379,"MIF/LRRK2",2
"GO:0060326","cell chemotaxis","8/199","328/18986",0.024390243902439,2.32700085794828,2.49504683576069,0.0226487546718809,0.18904776858774,0.166966651877561,"HSPB1/MIF/ADAM17/DEFA1/DEFA4/DEFA1B/CTSG/CCL3L1",8
"GO:0031663","lipopolysaccharide-mediated signaling pathway","3/199","58/18986",0.0517241379310345,4.93484664702824,3.08881975089262,0.0229561906320659,0.190142060518118,0.167933128557803,"MIF/LTF/BPI",3
"GO:0052372","modulation by symbiont of entry into host","3/199","58/18986",0.0517241379310345,4.93484664702824,3.08881975089262,0.0229561906320659,0.190142060518118,0.167933128557803,"TRIM22/PTX3/LY6E",3
"GO:0010948","negative regulation of cell cycle process","8/199","329/18986",0.0243161094224924,2.31992790701227,2.48559505159418,0.0230123031678407,0.190142060518118,0.167933128557803,"ZWINT/CDK1/BUB1/CDC45/CCNB1/CDC20/BIRC5/NOP53",8
"GO:0001960","negative regulation of cytokine-mediated signaling pathway","4/199","103/18986",0.0388349514563107,3.7051275796458,2.83317883792713,0.0231763253745122,0.19085470627199,0.168562536015968,"PARP14/OAS3/OAS1/USP18",4
"GO:0009219","pyrimidine deoxyribonucleotide metabolic process","2/199","23/18986",0.0869565217391304,8.29626392833734,3.60341309212206,0.0239339673000655,0.1945189266409,0.171798768907311,"TYMS/CMPK2",2
"GO:0051443","positive regulation of ubiquitin-protein transferase activity","2/199","23/18986",0.0869565217391304,8.29626392833734,3.60341309212206,0.0239339673000655,0.1945189266409,0.171798768907311,"UBE2C/CDC20",2
"GO:0071359","cellular response to dsRNA","2/199","23/18986",0.0869565217391304,8.29626392833734,3.60341309212206,0.0239339673000655,0.1945189266409,0.171798768907311,"IFIT1/IFIH1",2
"GO:0007062","sister chromatid cohesion","3/199","59/18986",0.0508474576271186,4.85120517843455,3.04919285127351,0.0240039032153867,0.1945189266409,0.171798768907311,"BUB1/CDCA5/CDC20",3
"GO:0009636","response to toxic substance","7/199","270/18986",0.0259259259259259,2.47351572678206,2.50976616709846,0.0240176180815781,0.1945189266409,0.171798768907311,"TYMS/CDK1/HBA2/SLC22A18/HBA1/MPO/HBB",7
"GO:0009152","purine ribonucleotide biosynthetic process","5/199","156/18986",0.032051282051282,3.0579177940987,2.65624593521207,0.0243919483256948,0.196900793392286,0.173902429371903,"NDUFS7/ATP5F1D/NDUFB7/NME3/APRT",5
"GO:0032602","chemokine production","4/199","105/18986",0.0380952380952381,3.63455372098588,2.78607198527195,0.0246614727675588,0.197131121080095,0.174105854374776,"OAS3/MIF/OAS1/ADAM17",4
"GO:0032642","regulation of chemokine production","4/199","105/18986",0.0380952380952381,3.63455372098588,2.78607198527195,0.0246614727675588,0.197131121080095,0.174105854374776,"OAS3/MIF/OAS1/ADAM17",4
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","4/199","105/18986",0.0380952380952381,3.63455372098588,2.78607198527195,0.0246614727675588,0.197131121080095,0.174105854374776,"CDC20/ELOB/NOP53/LRRK2",4
"GO:0002699","positive regulation of immune effector process","7/199","272/18986",0.0257352941176471,2.45532811114395,2.48808480506551,0.0248752633918984,0.198194468713373,0.175045001107037,"CFP/MZB1/CD7/MIF/DDX60/FCER2/RSAD2",7
"GO:0007030","Golgi organization","5/199","157/18986",0.0318471337579618,3.0384406106968,2.63959552057005,0.0249874683273732,0.198444165939721,0.175265533251785,"CDK1/LMAN1/CORO7/VPS51/LRRK2",5
"GO:0031145","anaphase-promoting complex-dependent catabolic process","2/199","24/18986",0.0833333333333333,7.95058626465662,3.50661518216817,0.0259323570451537,0.203316307312483,0.1795685998183,"UBE2C/CDC20",2
"GO:0046039","GTP metabolic process","2/199","24/18986",0.0833333333333333,7.95058626465662,3.50661518216817,0.0259323570451537,0.203316307312483,0.1795685998183,"NME3/LRRK2",2
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","2/199","24/18986",0.0833333333333333,7.95058626465662,3.50661518216817,0.0259323570451537,0.203316307312483,0.1795685998183,"CCNB1/BIRC5",2
"GO:1903504","regulation of mitotic spindle checkpoint","2/199","24/18986",0.0833333333333333,7.95058626465662,3.50661518216817,0.0259323570451537,0.203316307312483,0.1795685998183,"CCNB1/BIRC5",2
"GO:0001961","positive regulation of cytokine-mediated signaling pathway","3/199","61/18986",0.0491803278688525,4.69214927094489,2.97255121261129,0.0261759018598245,0.204572175681559,0.180677780520881,"PARP14/ADAM17/MMP8",3
"GO:0008637","apoptotic mitochondrial changes","4/199","108/18986",0.037037037037037,3.53359389540294,2.71752790330183,0.0269948872142859,0.209637510202081,0.185151474930762,"IFI27/SIVA1/IFIT2/IFI6",4
"GO:0060761","negative regulation of response to cytokine stimulus","4/199","108/18986",0.037037037037037,3.53359389540294,2.71752790330183,0.0269948872142859,0.209637510202081,0.185151474930762,"PARP14/OAS3/OAS1/USP18",4
"GO:0006979","response to oxidative stress","9/199","405/18986",0.0222222222222222,2.12015633724176,2.34517216798631,0.0273646775530502,0.211838860300269,0.187095703409366,"CDK1/CD38/HBA2/NAPRT/HBA1/STAT1/LRRK2/MPO/HBB",9
"GO:0010951","negative regulation of endopeptidase activity","4/199","109/18986",0.036697247706422,3.50117560278456,2.69521904068721,0.0278010608700038,0.21386772217865,0.188887590600026,"BIRC5/LTF/IFI6/SERPING1",4
"GO:0048144","fibroblast proliferation","4/199","109/18986",0.036697247706422,3.50117560278456,2.69521904068721,0.0278010608700038,0.21386772217865,0.188887590600026,"CDK1/CCNA2/CCNB1/MIF",4
"GO:0032727","positive regulation of interferon-alpha production","2/199","25/18986",0.08,7.63256281407035,3.41526083771752,0.0279959689499653,0.214025257953941,0.189026725915654,"STAT1/IFIH1",2
"GO:0046597","negative regulation of viral entry into host cell","2/199","25/18986",0.08,7.63256281407035,3.41526083771752,0.0279959689499653,0.214025257953941,0.189026725915654,"PTX3/LY6E",2
"GO:0071356","cellular response to tumor necrosis factor","6/199","221/18986",0.0271493212669683,2.5902362491189,2.44729668889132,0.0292467642409295,0.222471918242994,0.196486801210623,"TNFRSF17/SHARPIN/STAT1/GBP1/ADAM17/MMP8",6
"GO:0002697","regulation of immune effector process","9/199","410/18986",0.0219512195121951,2.09430077215345,2.30544971490361,0.0292821636481202,0.222471918242994,0.196486801210623,"CFP/MZB1/FUT7/CD7/MIF/DDX60/FCER2/RSAD2/SERPING1",9
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","4/199","111/18986",0.036036036036036,3.43809135768935,2.65137468594439,0.0294562031692856,0.223103464745145,0.197044581954383,"NDUFS7/ATP5F1D/NDUFB7/NME3",4
"GO:0032091","negative regulation of protein binding","3/199","64/18986",0.046875,4.47220477386935,2.86361691469724,0.0296248884716553,0.223690696336745,0.197563223848221,"IFIT1/LRRK2/IFIT2",3
"GO:1903046","meiotic cell cycle process","6/199","222/18986",0.027027027027027,2.57856851826701,2.43489553712229,0.02980721600946,0.224377018672438,0.198169382510423,"TOP2A/ZWINT/CCNB2/CDC20/PTTG1/CCNA1",6
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","2/199","26/18986",0.0769230769230769,7.33900270583688,3.32882961026908,0.0301232309275051,0.226062411914671,0.199657918814528,"CDK1/BIRC5",2
"GO:0009145","purine nucleoside triphosphate biosynthetic process","4/199","112/18986",0.0357142857142857,3.40739411342426,2.62982803909749,0.0303052425233788,0.22673495473284,0.200251907431441,"NDUFS7/ATP5F1D/NDUFB7/NME3",4
"GO:0042113","B cell activation","7/199","284/18986",0.0246478873239437,2.3515818529266,2.3618951644211,0.0304654439125789,0.227240727542458,0.200698605074388,"CD38/MZB1/POU2AF1/MIF/TNFRSF13B/ADAM17/IGHM",7
"GO:0009150","purine ribonucleotide metabolic process","8/199","348/18986",0.0229885057471264,2.193265176457,2.31222480640765,0.0307225914507454,0.228464361879179,0.201779316737112,"TSPO/NDUFS7/ATP5F1D/GALK1/NDUFB7/NME3/APRT/LRRK2",8
"GO:0098754","detoxification","5/199","167/18986",0.029940119760479,2.85649805915807,2.48003371685702,0.031459301518912,0.233236029992176,0.205993645499888,"HBA2/SLC22A18/HBA1/MPO/HBB",5
"GO:1901800","positive regulation of proteasomal protein catabolic process","4/199","114/18986",0.0350877192982456,3.3476152693291,2.58745918906584,0.0320464135238435,0.235297066877839,0.207813949599567,"CDC20/ELOB/NOP53/LRRK2",4
"GO:0045428","regulation of nitric oxide biosynthetic process","3/199","66/18986",0.0454545454545455,4.33668341708543,2.7946635201901,0.0320509966831432,0.235297066877839,0.207813949599567,"TSPO/PTX3/HBB",3
"GO:0050688","regulation of defense response to virus","3/199","66/18986",0.0454545454545455,4.33668341708543,2.7946635201901,0.0320509966831432,0.235297066877839,0.207813949599567,"TRIM22/STAT1/HERC5",3
"GO:0006760","folic acid-containing compound metabolic process","2/199","27/18986",0.0740740740740741,7.06718779080588,3.24686870647824,0.0323125963886845,0.235297066877839,0.207813949599567,"TYMS/GGH",2
"GO:0035458","cellular response to interferon-beta","2/199","27/18986",0.0740740740740741,7.06718779080588,3.24686870647824,0.0323125963886845,0.235297066877839,0.207813949599567,"STAT1/OAS1",2
"GO:0060333","type II interferon-mediated signaling pathway","2/199","27/18986",0.0740740740740741,7.06718779080588,3.24686870647824,0.0323125963886845,0.235297066877839,0.207813949599567,"STAT1/PARP14",2
"GO:0031100","animal organ regeneration","3/199","67/18986",0.0447761194029851,4.27195679891997,2.76120718535836,0.0333018988133779,0.241783608544466,0.213542851624868,"TYMS/CDK1/CCNA2",3
"GO:0002444","myeloid leukocyte mediated immunity","4/199","116/18986",0.0344827586206897,3.2898977646855,2.54602262672242,0.0338452166237815,0.243834039148567,0.215353788275597,"IGHG1/ADAM17/FCGR3B/CTSG",4
"GO:0009201","ribonucleoside triphosphate biosynthetic process","4/199","116/18986",0.0344827586206897,3.2898977646855,2.54602262672242,0.0338452166237815,0.243834039148567,0.215353788275597,"NDUFS7/ATP5F1D/NDUFB7/NME3",4
"GO:0009260","ribonucleotide biosynthetic process","5/199","171/18986",0.0292397660818713,2.78967939110758,2.41949262233913,0.0343161380854197,0.243834039148567,0.215353788275597,"NDUFS7/ATP5F1D/NDUFB7/NME3/APRT",5
"GO:0015980","energy derivation by oxidation of organic compounds","8/199","356/18986",0.0224719101123595,2.14397831855909,2.24253632365538,0.0344452552959904,0.243834039148567,0.215353788275597,"CDK1/CCNB1/NDUFS7/ATP5F1D/NDUFB7/CHCHD5/NOP53/OAS1",8
"GO:0002726","positive regulation of T cell cytokine production","2/199","28/18986",0.0714285714285714,6.81478822684853,3.16898205500077,0.0345625438849648,0.243834039148567,0.215353788275597,"CD7/RSAD2",2
"GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","2/199","28/18986",0.0714285714285714,6.81478822684853,3.16898205500077,0.0345625438849648,0.243834039148567,0.215353788275597,"CDK1/CCNB1",2
"GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","2/199","28/18986",0.0714285714285714,6.81478822684853,3.16898205500077,0.0345625438849648,0.243834039148567,0.215353788275597,"MIF/LTF",2
"GO:1903019","negative regulation of glycoprotein metabolic process","2/199","28/18986",0.0714285714285714,6.81478822684853,3.16898205500077,0.0345625438849648,0.243834039148567,0.215353788275597,"ITM2C/PTX3",2
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis","3/199","68/18986",0.0441176470588235,4.20913390481821,2.72839852425723,0.0345779322019972,0.243834039148567,0.215353788275597,"NDUFS7/ATP5F1D/NDUFB7",3
"GO:0080164","regulation of nitric oxide metabolic process","3/199","68/18986",0.0441176470588235,4.20913390481821,2.72839852425723,0.0345779322019972,0.243834039148567,0.215353788275597,"TSPO/PTX3/HBB",3
"GO:0051258","protein polymerization","7/199","293/18986",0.0238907849829352,2.27934896324627,2.27136249282661,0.035175201764438,0.24733508633218,0.218445906900853,"TPX2/STMN1/UBE2C/CDC42EP2/CORO7/SSNA1/TPPP3",7
"GO:0070646","protein modification by small protein removal","4/199","118/18986",0.0338983050847458,3.23413678562303,2.50548005871423,0.0357018246335322,0.25032079328768,0.221082877956219,"CDK1/JOSD2/NOP53/USP18",4
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","3/199","69/18986",0.0434782608695652,4.14813196416867,2.69621464696243,0.0358790123044151,0.250846427906081,0.221547117513242,"SHARPIN/ADAM17/MMP8",3
"GO:0045859","regulation of protein kinase activity","9/199","427/18986",0.0210772833723653,2.01092111611924,2.17448812884144,0.0365048629199361,0.254496970470236,0.224771270191831,"TPX2/HSPB1/CDKN1C/MIF/LRRK2/HERC5/ADAM17/LTF/CD24",9
"GO:0003094","glomerular filtration","2/199","29/18986",0.0689655172413793,6.57979552937099,3.09482146059601,0.0368715767556304,0.255601269373777,0.225746585012914,"JCHAIN/IGHA1",2
"GO:0006910","phagocytosis, recognition","2/199","29/18986",0.0689655172413793,6.57979552937099,3.09482146059601,0.0368715767556304,0.255601269373777,0.225746585012914,"CFP/PTX3",2
"GO:0007596","blood coagulation","6/199","234/18986",0.0256410256410256,2.44633423527896,2.29116264005274,0.0370875339653828,0.256374108031125,0.226429154736021,"LMAN1/PRRG4/HSPB1/HBB/CTSG/SERPING1",6
"GO:0031348","negative regulation of defense response","7/199","297/18986",0.0235690235690236,2.24865066071096,2.23218027039091,0.0374154013501586,0.257914030655306,0.227789211649842,"METRNL/SHARPIN/PARP14/OAS3/OAS1/USP18/SERPING1",7
"GO:0006304","DNA modification","2/199","30/18986",0.0666666666666667,6.36046901172529,3.02407939003479,0.0392382227796337,0.268968152796707,0.237552192600017,"MPG/APOBEC3B",2
"GO:0043032","positive regulation of macrophage activation","2/199","30/18986",0.0666666666666667,6.36046901172529,3.02407939003479,0.0392382227796337,0.268968152796707,0.237552192600017,"LRRK2/MMP8",2
"GO:0046390","ribose phosphate biosynthetic process","5/199","178/18986",0.0280898876404494,2.67997289819886,2.31762992593713,0.0396923107272014,0.271322926252235,0.239631924314053,"NDUFS7/ATP5F1D/NDUFB7/NME3/APRT",5
"GO:0009259","ribonucleotide metabolic process","8/199","368/18986",0.0217391304347826,2.07406598208433,2.14136884306662,0.0405861244304962,0.275864668444423,0.243643182913853,"TSPO/NDUFS7/ATP5F1D/GALK1/NDUFB7/NME3/APRT/LRRK2",8
"GO:0032102","negative regulation of response to external stimulus","9/199","437/18986",0.0205949656750572,1.96490461460621,2.10023539120934,0.0412818102895234,0.275864668444423,0.243643182913853,"METRNL/SHARPIN/PARP14/OAS3/MIF/OAS1/USP18/LTF/SERPING1",9
"GO:0051881","regulation of mitochondrial membrane potential","3/199","73/18986",0.0410958904109589,3.92083706202244,2.57330741072996,0.0413318712386978,0.275864668444423,0.243643182913853,"TSPO/LRRK2/IFI6",3
"GO:0006783","heme biosynthetic process","2/199","31/18986",0.0645161290322581,6.15529259199222,2.95648304535403,0.0416610338319588,0.275864668444423,0.243643182913853,"TSPO/SLC25A39",2
"GO:0030262","apoptotic nuclear changes","2/199","31/18986",0.0645161290322581,6.15529259199222,2.95648304535403,0.0416610338319588,0.275864668444423,0.243643182913853,"TOP2A/SHARPIN",2
"GO:0032607","interferon-alpha production","2/199","31/18986",0.0645161290322581,6.15529259199222,2.95648304535403,0.0416610338319588,0.275864668444423,0.243643182913853,"STAT1/IFIH1",2
"GO:0032647","regulation of interferon-alpha production","2/199","31/18986",0.0645161290322581,6.15529259199222,2.95648304535403,0.0416610338319588,0.275864668444423,0.243643182913853,"STAT1/IFIH1",2
"GO:0039694","viral RNA genome replication","2/199","31/18986",0.0645161290322581,6.15529259199222,2.95648304535403,0.0416610338319588,0.275864668444423,0.243643182913853,"TOP2A/APOBEC3B",2
"GO:0045070","positive regulation of viral genome replication","2/199","31/18986",0.0645161290322581,6.15529259199222,2.95648304535403,0.0416610338319588,0.275864668444423,0.243643182913853,"TOP2A/IFIT1",2
"GO:1902751","positive regulation of cell cycle G2/M phase transition","2/199","31/18986",0.0645161290322581,6.15529259199222,2.95648304535403,0.0416610338319588,0.275864668444423,0.243643182913853,"CDK1/CCNB1",2
"GO:1903901","negative regulation of viral life cycle","2/199","31/18986",0.0645161290322581,6.15529259199222,2.95648304535403,0.0416610338319588,0.275864668444423,0.243643182913853,"PTX3/LY6E",2
"GO:0007599","hemostasis","6/199","241/18986",0.024896265560166,2.37527888404679,2.21136124977692,0.04181811599891,0.275864668444423,0.243643182913853,"LMAN1/PRRG4/HSPB1/HBB/CTSG/SERPING1",6
"GO:0050817","coagulation","6/199","241/18986",0.024896265560166,2.37527888404679,2.21136124977692,0.04181811599891,0.275864668444423,0.243643182913853,"LMAN1/PRRG4/HSPB1/HBB/CTSG/SERPING1",6
